11.0,0.0,-5.551184000000004,3.3240000000000016,0
11.0,0.0,-5.604624000000004,3.3400000000000016,0
11.0,0.0,-5.658320000000004,3.3560000000000016,0
11.0,0.0,-5.712272000000004,3.3720000000000017,0
11.0,0.0,-5.766480000000004,3.3880000000000017,0
11.0,0.0,-5.820944000000004,3.4040000000000017,0
11.0,0.0,-5.875664000000004,3.4200000000000017,0
11.0,0.0,-5.930640000000004,3.4360000000000017,0
11.0,0.0,-5.985872000000004,3.4520000000000017,0
11.0,-0.0012230464314082175,-6.041359876199851,3.4680000000000017,0.48
10.9999802507,-0.0037256855388543954,-6.097102861694505,3.4840000000000018,0.96
10.9999200922,-0.007565674022880264,-6.153099348734151,3.5000000000000018,1.44
10.9997979347,-0.012801986556478882,-6.209346802904494,3.516000000000002,1.92
10.9995912387,-0.019494822015000104,-6.265841673095376,3.532000000000002,2.4
10.9992764956,-0.027705608232657365,-6.322579297159705,3.548000000000002,2.88
10.9988009856,-0.03821093612548055,-6.383130631154706,3.5650000000000017,3.3899999999999997
10.9981452029,-0.05057914727176771,-6.443940502610364,3.5820000000000016,3.8999999999999995
10.997328707,-0.06394396013481846,-6.501392549585922,3.5980000000000016,4.379999999999999
10.9962965045,-0.07909314841105175,-6.559054140181759,3.6140000000000017,4.859999999999999
10.9950198091,-0.07979346220783294,-6.617129917925894,3.6300000000000017,0
10.9937318593,-0.08049686278718945,-6.675461677059533,3.6460000000000017,0
10.9924326057,-0.08120335014912133,-6.734049417582678,3.6620000000000017,0
10.9911364389,-0.08101042623816233,-6.718050580738565,-1.0,0
10.9898433589,-0.08081750232720332,-6.702051743894451,-1.0,0
10.9885533656,-0.08062457841624432,-6.686052907050336,-1.0,0
10.9872664591,-0.08043165450528532,-6.6700540702062225,-1.0,0
10.9859826395,-0.08023873059432632,-6.654055233362109,-1.0,0
10.9847018572,-0.08004889346594266,-6.638312377907501,-0.984,0
10.9834240629,-0.07986214312013433,-6.622825503842398,-0.968,0
10.9821492072,-0.07967847955690137,-6.607594611166801,-0.952,0
10.9808772408,-0.07949790277624373,-6.592619699880711,-0.9359999999999999,0
10.9796081142,-0.07932041277816146,-6.577900769984126,-0.9199999999999999,0
10.978341778,-0.0805896773314367,-6.563420254039251,-0.9039999999999999,0.48
10.9770551342,-0.08328997284181908,-6.5491773961523645,-0.8879999999999999,0.96
10.9757253334,-0.08740602348204915,-6.535170510941862,-0.8719999999999999,1.44
10.9743297677,-0.09292299709212976,-6.521397006477406,-0.8559999999999999,1.92
10.9728460635,-0.09982650012138838,-6.507853406234237,-0.8399999999999999,2.4
10.9712520748,-0.10810257165484664,-6.4945353700805,-0.8239999999999998,2.88
10.9695258762,-0.11773767656384998,-6.481437714316662,-0.8079999999999998,3.36
10.9676457559,-0.12871869781861195,-6.468554430787218,-0.7919999999999998,3.84
